name,state,linkedin_industry,website_url
exocad,Hessen,Life Science & Healthcare,http://exocad.com/
doinstruct,Niedersachsen,Agriculture & Forestry,https://www.doinstruct.com/
RGC Manager,Niedersachsen,Consulting,http://rgc-manager.de/
Brainscent,Bayern,Life Science & Healthcare,https://brainscent.de/
Urban Art Club,Berlin,"Media, Arts & Entertainment",https://urbanartclub.com/
Studenten2go,Baden-Württemberg,Other,http://www.studenten2go.de
onetask.ai,Brandenburg,IT and Communications,https://www.onetask.ai/
Novihum Technologies,Nordrhein-Westfalen,Agriculture & Forestry,https://novihum.com/
Quadratologo,Nordrhein-Westfalen,"Media, Arts & Entertainment",http://www.quadratologo.de
Kontist,Berlin,Finance & Insurance,https://kontist.com/
weekend.com,Nordrhein-Westfalen,Tourism,https://www.weekend.com
audibene,Berlin,Life Science & Healthcare,http://www.audibene.de
Buynomics,Nordrhein-Westfalen,IT and Communications,https://www.buynomics.com/
YORXS,Bayern,Other,https://www.yorxs.de/
CBD-DEAL24,Baden-Württemberg,Nutrition & Consumables,https://cbd-deal24.de
b-42,Bayern,Sports & Amusement/Gaming incl. Online,https://www.b-42.com/
FinTecSystems,Bayern,Finance & Insurance,http://www.accourate.io
meintierbestatter.de,Hessen,IT and Communications,https://meintierbestatter.de/
Rententipps.de,Hamburg,Finance & Insurance,https://www.rententipps.de
tele-LOOK,Baden-Württemberg,Industrial & Basic Materials,https://www.tele-look.com/
NUI COSMETICS,Berlin,Nutrition & Consumables,https://nuicosmetics.com/
Instruments of Things,Schleswig-Holstein,"Media, Arts & Entertainment",https://instrumentsofthings.com/
Mambu,Berlin,Finance & Insurance,https://www.mambu.com/
Applyo Jena,Thüringen,Chemicals/Pharmaceuticals,https://www.applyo-jena.com/de.html
y42,Berlin,IT and Communications,https://www.y42.com/
Betriebsmittelhelden,Nordrhein-Westfalen,Agriculture & Forestry,https://www.betriebsmittelhelden.de/
Kinderheldin,Berlin,Life Science & Healthcare,https://kinderheldin.de/
kartenmacherei,Bayern,"Media, Arts & Entertainment",https://www.kartenmacherei.de/
Innok Robotics,Bayern,"Automotive, Logistics & Mobility",http://innok-robotics.de/
Deutsche Autohaus,Nordrhein-Westfalen,,https://www.deutscheautohausag.de
ARTFLAKES,Sachsen,"Media, Arts & Entertainment",https://www.artflakes.com/
Intine,Bayern,,https://www.intine.de
SenseING GmbH,Baden-Württemberg,IT and Communications,https://www.senseing.de
Troodle Mobility Solution,Baden-Württemberg,"Automotive, Logistics & Mobility",http://www.troodle.me
MeinPraktikum,Nordrhein-Westfalen,IT and Communications,https://www.meinpraktikum.de/
etherisc,Bayern,Finance & Insurance,https://etherisc.com/
3dTrust,Bayern,IT and Communications,http://3dtrust.de
German Bionic,Bayern,Life Science & Healthcare,https://www.germanbionic.com/
CryptoAlerts,Bayern,Finance & Insurance,http://cryptoalerts.ai
Dracoon,Bayern,IT and Communications,https://www.dracoon.com/de/home
vacaVista,Berlin,Tourism,https://www.vacavista.com/
SIMUTENCE,Baden-Württemberg,"Automotive, Logistics & Mobility",http://www.simutence.de
Caterna,Brandenburg,Life Science & Healthcare,https://www.caterna.de
r3charge,Berlin,"Automotive, Logistics & Mobility",https://www.r3charge.com/
Polyteia,Berlin,IT and Communications,http://www.polyteia.de
asurfriends,Bayern,Finance & Insurance,http://www.asurfriends.com
NewStore,Berlin,IT and Communications,https://www.newstore.com/
smashleads™,Nordrhein-Westfalen,IT and Communications,http://www.smashleads.de
Estate Labs,Niedersachsen,Construction/Real Estate,https://estate-labs.com/
Fabula Games,Nordrhein-Westfalen,Education,http://www.fabula-games.de
catkin,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",http://www.catkin.eu
AppYourself,Berlin,IT and Communications,https://appyourself.net/
SCATCH,Baden-Württemberg,Nutrition & Consumables,https://scatch.io
Bloomwell,Hessen,Chemicals/Pharmaceuticals,http://bloomwell.eu/
Topguide24,Berlin,Tourism,http://www.iguiding.net/index.html
Easy2Parts,Bayern,Industrial & Basic Materials,http://www.easy2parts.com
alephsearch.com,Berlin,Textiles,https://www.alephsearch.com
KidsWoodLove,Bayern,Nutrition & Consumables,https://www.kidswoodlove.de/
Adsata,Sachsen-Anhalt,IT and Communications,https://adsata.com
Talent Tree,Bayern,Human Resources,https://talent-tree.de/impressum/
KELLNEROO,Bayern,,https://www.kellneroo.app
Therapio,Berlin,Life Science & Healthcare,http://www.therap.io
FLAXRES,Sachsen,Energy & Electricity,https://www.flaxres.com/
Swaarm,Berlin,IT and Communications,http://swaarm.com/
Icinga,Bayern,IT and Communications,https://icinga.com/
Monet Financial Technologies,Bayern,Finance & Insurance,http://monetcard.com/
Tier Mobility,Berlin,"Automotive, Logistics & Mobility",http://www.tier.app/de
Furryfit,Nordrhein-Westfalen,Life Science & Healthcare,https://furryfit.de/
ReUse and Trade,Nordrhein-Westfalen,Industrial & Basic Materials,https://www.reuseandtrade.de
beeBlum,Baden-Württemberg,IT and Communications,https://beeblum.com
Mergeflow,Bayern,IT and Communications,https://www.mergeflow.com/
Pendix,Sachsen,Sports & Amusement/Gaming incl. Online,http://www.pendix.de/
BABO,Bayern,Nutrition & Consumables,https://baboblue.com/
SurveyCircle,Baden-Württemberg,Education,https://www.surveycircle.com
MyHomely,Bayern,Finance & Insurance,http://myhomely.de/
Casble // Dojo Technologies,Hessen,Education,https://casble.com
ENVISIBLE,Sachsen,,https://www.envisible.de
Personio Operations,Bayern,,https://www.personio.de
CGift,Hamburg,Finance & Insurance,https://cgift.io/
GrillSon,Rheinland-Pfalz,Energy & Electricity,http://www.grillson.com
Saloodo,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://www.saloodo.com
MyCabin,Baden-Württemberg,Tourism,https://mycabin.eu/
Cognotekt,Nordrhein-Westfalen,IT and Communications,http://cognotekt.com/
Telantes,Baden-Württemberg,Human Resources,https://www.telantes.de
Twyla,Hessen,IT and Communications,https://www.twyla.ai/
birdpilot,Bayern,Sports & Amusement/Gaming incl. Online,http://www.birdpilot.com/en/home
Greentastic,Bayern,Nutrition & Consumables,https://www.greentastic.de/
Mimetik,Sachsen,Industrial & Basic Materials,https://www.mimetik.de/
VisualVest,Hessen,Finance & Insurance,http://visualvest.de/
3MEGAWATT,Bayern,Energy & Electricity,http://www.3megawatt.com
Geruchskontrolle,Baden-Württemberg,,https://www.geruchskontrolle.de/
SEMPRIA,Nordrhein-Westfalen,IT and Communications,https://sempria.de
Kisura CS,Nordrhein-Westfalen,Textiles,https://www.kisura.de/
Explorlings,Hamburg,,http://www.explorlings.com
WeAdvise,Bayern,Finance & Insurance,https://www.weadvise.de
earthTV,Berlin,"Media, Arts & Entertainment",https://www.earthtv.com/en
Seven Senders,Berlin,"Automotive, Logistics & Mobility",https://www.sevensenders.com/
LadyBWell - THE BREAST HEALTH PEOPLE,Nordrhein-Westfalen,Life Science & Healthcare,http://www.LadyBWell.com
Goodlife Company,Hamburg,Nutrition & Consumables,http://goodlife-company.de/
Edkimo,Berlin,Education,https://edkimo.com/
Kolonne Null,Berlin,Nutrition & Consumables,http://www.kolonnenull.com
go2cloud,Niedersachsen,IT and Communications,https://www.go2cloud-hpc.de/
VetStage,Baden-Württemberg,Human Resources,https://www.vetstage.de/
Secondsol,Thüringen,Energy & Electricity,https://secondsol.com
Minerics,Baden-Württemberg,IT and Communications,https://minerics.de/
Baobab Insurance,Berlin,Security,http://baobab.io/
Pupil Labs,Berlin,Sports & Amusement/Gaming incl. Online,https://pupil-labs.com/
Finanzguru,Hessen,Finance & Insurance,https://finanzguru.de/
voodage.de,Baden-Württemberg,"Media, Arts & Entertainment",https://www.voodage.de
fox e-mobility,Bayern,"Automotive, Logistics & Mobility",http://fox-em.com/
Polsterando,Baden-Württemberg,Other,https://www.polsterando.de
Tower360,Hamburg,Construction/Real Estate,http://www.tower360.co
mealmates,Nordrhein-Westfalen,Nutrition & Consumables,https://www.mealmates.de/
ATC ALUVATION,Nordrhein-Westfalen,Construction/Real Estate,https://aluvation.com/
Aufzughelden,Berlin,IT and Communications,http://aufzughelden.com/
Tickaroo,Bayern,"Media, Arts & Entertainment",http://www.tickaroo.com
sedeo,Nordrhein-Westfalen,IT and Communications,http://www.sedeo.net
FLUTLICHT,Nordrhein-Westfalen,"Media, Arts & Entertainment",http://www.flutlicht-film.de
Alasco,Bayern,Construction/Real Estate,https://www.alasco.de/
blackshield.security,Hessen,,https://www.blackshield-security.de
Doxfox,Bayern,Finance & Insurance,http://www.doxfox.de/
KlickOwn Immobilien,Berlin,Finance & Insurance,http://klickown.com/
Aporize,Hamburg,Life Science & Healthcare,https://aporize.com/
METHODIGY,Baden-Württemberg,Other,https://www.methodigy.de/
Horizn Studios,Berlin,Nutrition & Consumables,http://horizn-studios.com
repeatmobile,Berlin,Human Resources,https://www.repeatmobile.com/en/
ESGendium,Hessen,IT and Communications,https://www.esgendium.com/
Echometer,Nordrhein-Westfalen,Human Resources,http://echometerapp.com/
BANKSapi,Bayern,Finance & Insurance,https://banksapi.de/
eevie,Nordrhein-Westfalen,Life Science & Healthcare,http://eevie.io/
machen&helden,Nordrhein-Westfalen,,https://www.machenundhelden.de
Digital Buildings,Hessen,Construction/Real Estate,http://www.enbead.com
Skimio,Bayern,Education,https://skimio.com/en
Elucidate,Berlin,Finance & Insurance,http://www.elucidate.co
CALIMA Safety,Berlin,Life Science & Healthcare,https://www.calima.io/
Drakensberg,Rheinland-Pfalz,Textiles,https://www.drakensberg.de/
DL Remote,Nordrhein-Westfalen,Human Resources,https://www.dl-remote.com/
Rysta,Berlin,Construction/Real Estate,http://www.rysta.io
Xentara (by embedded ocean),Bayern,IT and Communications,https://www.xentara.io/
innFactory,Bayern,IT and Communications,https://innFactory.de
Hydrogentle,Hamburg,"Water, Waste Treatment & Recycling",http://www.hydrogentle.de/
kitanauten,Berlin,Education,https://kitanauten.de/
PimaAssist,Nordrhein-Westfalen,Life Science & Healthcare,https://pimaassist.de/
Topi,Berlin,Finance & Insurance,http://topi.eu/
CareNext,Bayern,Life Science & Healthcare,https://carenext.net/
Kadmos,Berlin,Finance & Insurance,http://kadmos.io/
cloudficient Solutions,Hessen,,https://www.cloudficient.com
DigitalSchoolStory,Hessen,Education,https://digitalschoolstory.de/
AddTec - Additive Technologies,Niedersachsen,Industrial & Basic Materials,https://www.addtec.eu/
ZP Zuhause Plattform,Berlin,IT and Communications,https://zuhause-plattform.de/
Lophius Biosciences,Bayern,Life Science & Healthcare,https://www.lophius.com/lophius.html
Atlas medical Technologies,Nordrhein-Westfalen,Life Science & Healthcare,https://www.amedo.com/index.php/en/
JoinMyTrip,Hamburg,Tourism,https://www.joinmytrip.de
McMakler,Berlin,Construction/Real Estate,https://mcmakler.de/
BeFriendsOnline,Berlin,,https://www.befriendsonline.net
Luxshield,Baden-Württemberg,"Automotive, Logistics & Mobility",https://luxshield.de
Motius,Bayern,Other,http://motius.de
easyraw,Hessen,Nutrition & Consumables,https://www.easyraw.de/
RiskDataScience,Bayern,Finance & Insurance,http://riskdatascience.net
Movizon,Niedersachsen,"Automotive, Logistics & Mobility",https://www.movizon.de/
fair-bummeln,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://fair-bummeln.de/
Ingpuls,Nordrhein-Westfalen,Life Science & Healthcare,http://www.ingpuls.de
HarvPipe,Nordrhein-Westfalen,Life Science & Healthcare,https://harvpipe.de/
rhetorican,Baden-Württemberg,Education,https://www.rhetorican.de
BioCV,Nordrhein-Westfalen,Agriculture & Forestry,http://biocv.de/
GreenPocket,Nordrhein-Westfalen,Energy & Electricity,https://www.greenpocket.com/
Billwall,Bayern,Finance & Insurance,http://billwall.de/
Jobino,Berlin,Human Resources,http://www.jobino.de/nebenjob/job
payever,Hamburg,IT and Communications,https://payever.de/
MR Shim,Baden-Württemberg,Life Science & Healthcare,http://www.mrshim.de
Greenlight Software,Nordrhein-Westfalen,IT and Communications,http://www.greenlight-software.de
BEAD®,Nordrhein-Westfalen,IT and Communications,http://aachenvalley.de/
Ares Tech,Berlin,Sports & Amusement/Gaming incl. Online,http://arestech.io
Habanunu,Nordrhein-Westfalen,Education,http://www.habanunu.de
smicro,Rheinland-Pfalz,Education,https://www.smicro.de/
Tomorrow,Hamburg,Finance & Insurance,https://www.tomorrow.one/
RightNow,Nordrhein-Westfalen,Consulting,https://rightnow.de/
sentin,Nordrhein-Westfalen,IT and Communications,http://sentin.ai/
Antegon,Nordrhein-Westfalen,,https://www.foodtracks.de
Remipay,Hamburg,Finance & Insurance,https://www.remipay.com/
OKAPI:Orbits,Niedersachsen,Other,http://www.okapiorbits.space
ONLOGIST,Hamburg,"Automotive, Logistics & Mobility",https://www.onlogist.com/
neolexon,Bayern,Life Science & Healthcare,https://neolexon.de
MILEPAY,Hessen,Finance & Insurance,http://milepay.com/
neopolis,Brandenburg,IT and Communications,https://neopol.is/
Day4Solutions,Baden-Württemberg,IT and Communications,https://day4solutions.de/
GWA Hygiene,Mecklenburg-Vorpommern,Life Science & Healthcare,https://gwa-hygiene.de
trvladdicted,Nordrhein-Westfalen,Textiles,https://www.trvladdicted.com
YUKKA LAB,Berlin,IT and Communications,https://www.yukkalab.com
Cauliflower,Hamburg,IT and Communications,https://cauliflower.ai/
heyOrder,Niedersachsen,Nutrition & Consumables,https://www.heyorder.com/
8returns,Berlin,IT and Communications,https://www.8returns.com/
LitClip,Rheinland-Pfalz,Sports & Amusement/Gaming incl. Online,https://www.litclip.tv/
Edukatico,Bayern,Education,https://www.edukatico.org/de
shiftee,Bayern,Energy & Electricity,https://www.shiftee.eu/
Black One Entertainment Group,Berlin,"Media, Arts & Entertainment",https://blackone-entertainment.com/
Pamono,Berlin,Other,https://www.pamono.com/
orderspot,Nordrhein-Westfalen,Industrial & Basic Materials,https://orderspot.de/
Sunfire,Sachsen,Energy & Electricity,http://new-enerday.com/
Tacto Technology,Bayern,IT and Communications,http://tacto.ai/
missionMED,Bayern,Life Science & Healthcare,https://missionmed.com/
videantis,Niedersachsen,IT and Communications,https://www.videantis.com/
squarrel,Bayern,IT and Communications,http://www.storageheroes.de/#!
Refur Rad,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://refurrad.de/
rubarb,Hamburg,Finance & Insurance,https://rubarb.app/
Neualp,Sachsen,,https://www.neualp.com
PAYONE,Hessen,Finance & Insurance,http://payone.com/
cofenster,Hamburg,IT and Communications,https://www.cofenster.com/
JobsNavi,Sachsen,Human Resources,https://jobsnavi.de
FeMentor,Berlin,Other,http://www.FeMentor.de
bookitgreen,Baden-Württemberg,Tourism,http://bookitgreen.com
clevabit,Nordrhein-Westfalen,Agriculture & Forestry,https://www.clevabit.com/
ROQ Cosmetics,Nordrhein-Westfalen,Nutrition & Consumables,https://roq-cosmetics.de/
Rodos BioTarget,Niedersachsen,Life Science & Healthcare,http://biotargeting.eu/
SoccerBot360,Sachsen,Sports & Amusement/Gaming incl. Online,https://www.soccerbot360.de/
Bitfactory,Baden-Württemberg,IT and Communications,https://www.bitfactory.io/de/
fileee,Nordrhein-Westfalen,IT and Communications,http://www.fileee.com
Curvesys,Bayern,"Automotive, Logistics & Mobility",https://curvesys.de/
GJIN,Bayern,,https://www.gjin.de
Wolowo,Berlin,IT and Communications,http://www.wolowo.de
ooohne,Nordrhein-Westfalen,Chemicals/Pharmaceuticals,https://ooohne.de/
nello,Bayern,Security,http://nello.io
refund.me,Brandenburg,Tourism,https://www.refund.me/
COPETRI,Hessen,IT and Communications,https://www.copetri.com/
Medbox,Niedersachsen,Life Science & Healthcare,https://www.medbox.biz/
PEATS,Hamburg,Human Resources,https://peats.de/
WHOW,Hamburg,Sports & Amusement/Gaming incl. Online,https://www.whow.net/en
Nieds,Berlin,IT and Communications,https://www.nieds.de/
Adaptivators,Baden-Württemberg,Consulting,http://www.adaptivators.com
HAPPYOU,Bayern,Life Science & Healthcare,https://happyou.de/
MyLocalMeat,Hessen,Nutrition & Consumables,https://mylocalmeat.de/
Q.big 3D,Baden-Württemberg,Industrial & Basic Materials,http://www.qbig3D.de
Finevisuals,Baden-Württemberg,,https://www.finevisuals.de
Kea,Bayern,"Automotive, Logistics & Mobility",https://www.kea-robotics.de/
Metals Hub,Nordrhein-Westfalen,Industrial & Basic Materials,https://www.metals-hub.com
ProvenExpert.com,Berlin,IT and Communications,https://www.provenexpert.com/
Spring Street,Hessen,Finance & Insurance,http://immorocks.com/
BI Excellence,Baden-Württemberg,IT and Communications,http://www.biexcellence.com
Hamburger Ding,Hamburg,Sports & Amusement/Gaming incl. Online,http://hamburgerding.de/
Bohème,Bayern,"Media, Arts & Entertainment",http://boheme.io/
blueShepherd,Hamburg,IT and Communications,https://www.blueshepherd.de/
the wearness,Bayern,Textiles,http://thewearness.com/
Marvel Fusion,Bayern,Energy & Electricity,http://marvelfusion.io/
UnitPlus,Berlin,Finance & Insurance,https://unitplus.eu/
meerkorn,Hamburg,Nutrition & Consumables,https://meerkorn.de/
Accurids,Nordrhein-Westfalen,IT and Communications,https://accurids.com/
Triplecheck,Hessen,IT and Communications,http://triplecheck.tech
Happypatch,Berlin,Life Science & Healthcare,https://happypatch.de/
TrustBills,Hamburg,Finance & Insurance,https://www.trustbills.com/
Kaiko Systems,Berlin,"Automotive, Logistics & Mobility",https://www.kaikosystems.com/
ACATEC Software,Niedersachsen,IT and Communications,http://acatec.de/
Parce,Bayern,Nutrition & Consumables,http://parce.de
Keleya,Berlin,Life Science & Healthcare,https://keleya.de/
Die Psychotherapie App,Bayern,Life Science & Healthcare,https://diepsychotherapieapp.de/#
hotel.de,Nordrhein-Westfalen,Tourism,https://www.hotel.de/
ELEMENT Insurance,Berlin,Finance & Insurance,https://www.element.in
Reedu,Nordrhein-Westfalen,Education,http://www.reedu.de
tuuva.systems,Bremen,IT and Communications,https://tuuva.systems
NOVALIQ,Baden-Württemberg,Life Science & Healthcare,http://www.novaliq.com
MVMANT,Baden-Württemberg,"Automotive, Logistics & Mobility",https://www.mvmant.de/
FINVIA,Hessen,Finance & Insurance,http://finvia.fo/
cleverget,Berlin,"Media, Arts & Entertainment",https://www.cleverget.de/
Signatrix,Berlin,IT and Communications,http://www.signatrix.com
MessengerPeople,Bayern,IT and Communications,https://www.messengerpeople.com
Alice App,Berlin,IT and Communications,https://www.aliceapp.de/
GRANDPERSPECTIVE,Brandenburg,Chemicals/Pharmaceuticals,https://www.grandperspective.de/
Medigo,Berlin,Life Science & Healthcare,https://www.medigo.com
Black Manta Capital Partners,Bayern,Finance & Insurance,http://blackmanta.capital/
Keypoint Visual Management,Baden-Württemberg,IT and Communications,https://www.keypoint-company.com
Sfeeda,Berlin,Human Resources,https://sfeeda.com/
xymatic,Berlin,IT and Communications,http://xymatic.com/
thing it.,Hessen,Construction/Real Estate,http://thing-it.com/
TRADEofficer,Bayern,Finance & Insurance,http://tradeofficer.de/
flaconi,Berlin,Nutrition & Consumables,http://www.flaconi.de
LocalHeroBox,Bayern,Other,https://www.localherobox.de/legal-notice
Mintano,Nordrhein-Westfalen,IT and Communications,http://mintano.com/
Die Naturgöttin,Hessen,Nutrition & Consumables,https://naturgoettin.de/
Kapilendo,Berlin,Finance & Insurance,https://www.kapilendo.de/
MetriXFreight,Bayern,"Automotive, Logistics & Mobility",https://www.metrixfreight.com/
Nui Care,Bayern,Life Science & Healthcare,https://nui.care/
machinengo,Nordrhein-Westfalen,Industrial & Basic Materials,https://www.machinengo.de/
Dein Bauernladen,Berlin,Nutrition & Consumables,https://www.dein-bauernladen.de/
Aamsel,Nordrhein-Westfalen,IT and Communications,https://aamsel.app/de
Enermeter,Nordrhein-Westfalen,Energy & Electricity,http://enermeter.de/
PRIMAX 3D,Baden-Württemberg,Industrial & Basic Materials,http://www.primax3d.de
Horizer,Berlin,"Automotive, Logistics & Mobility",https://www.horizer.tech/
selenOmed,Berlin,Life Science & Healthcare,https://selenomed.com/de/
XMReality,Hessen,IT and Communications,https://xmreality.com/
n8n,Berlin,IT and Communications,http://n8n.io/
LEMONSGATE,Baden-Württemberg,IT and Communications,https://www.lemonsgate.com/
Wundera,Sachsen,Life Science & Healthcare,https://www.wundera.health/
Nocturne,Berlin,Life Science & Healthcare,https://nocturne.one/
SEDIWORK,Sachsen,Life Science & Healthcare,https://sedidoc.de/
AEON Digital Technologies,Hessen,Nutrition & Consumables,https://aeon-technologies.de/
Klimanovo,Berlin,Other,https://klimanovo.de/
MediDate,Hessen,Life Science & Healthcare,https://medidate.de
Click&Save - Dein Sparschwein 4.0,Niedersachsen,Finance & Insurance,http://clickandsave.app/
Villacircle,Nordrhein-Westfalen,Construction/Real Estate,http://villacircle.com/
Energiespeicher-Online,Hessen,"Automotive, Logistics & Mobility",http://www.energiespeicher-online.de
Qpliance Data Services,Brandenburg,Chemicals/Pharmaceuticals,https://www.qpliance-ds.com/
DZ-4,Hamburg,Energy & Electricity,https://www.dz-4.de/
firma.de,Hessen,Other,https://www.firma.de
GFGK Gesellschaft für gerechte Kommunikation,Berlin,IT and Communications,https://fairlanguage.com/
Retresco,Berlin,IT and Communications,https://www.retresco.de/
mc-quadrat Technologies,Berlin,,https://www.mc-quadrat.com
traide AI,Berlin,"Automotive, Logistics & Mobility",https://www.traide.ai/
myPresendo,Nordrhein-Westfalen,,https://www.mypresendo.de
Linguajet,Bayern,,https://www.linguajet.com
koawach,Berlin,Nutrition & Consumables,http://koawach.de/
KLARHEIT,Nordrhein-Westfalen,Nutrition & Consumables,https://www.halloklarheit.de/
Lampuga,Baden-Württemberg,Sports & Amusement/Gaming incl. Online,https://lampuga.com/de/
METABUILD,Berlin,Construction/Real Estate,https://www.metabuild.io/
Intranav,Hessen,Industrial & Basic Materials,https://intranav.com
Homeworker,Bayern,Education,https://homeworker.li/
ROCKFISH Games,Hamburg,Sports & Amusement/Gaming incl. Online,http://rockfishgames.com
URGE IO,Berlin,IT and Communications,https://versus.com/en
Cadeia,Bayern,Finance & Insurance,http://cadeia.co/
Edgy,Bayern,Finance & Insurance,https://www.edgy.expert/
neXenio,Berlin,IT and Communications,https://nexenio.com/en/
enyway,Hamburg,Energy & Electricity,https://en.enyway.com/
get in IT,Nordrhein-Westfalen,Human Resources,https://www.get-in-it.de/
Freightfinders,Berlin,"Automotive, Logistics & Mobility",http://www.freightfinders.com
expertlead,Berlin,Human Resources,https://www.expertlead.com/
mySenti,Nordrhein-Westfalen,Other,https://mysenti.de/
IdeaChamp,Schleswig-Holstein,IT and Communications,http://idea-champ.com/
invoicefetcher,Brandenburg,IT and Communications,http://www.invoicefetcher.com
Carehead,Baden-Württemberg,Human Resources,https://carehead.com/
Mystery Minds,Bayern,Human Resources,https://www.mysteryminds.com/
BioToi,Baden-Württemberg,"Water, Waste Treatment & Recycling",https://www.biotoi.de/
Nemlia,Baden-Württemberg,,https://www.nemlia.com/de/home-de/
Vivid Money,Berlin,Finance & Insurance,https://vivid.money/en-eu/
sensleep,Nordrhein-Westfalen,Life Science & Healthcare,https://www.sensleep.de/
iATROS,Bayern,Life Science & Healthcare,https://www.i-atros.com
REPURE Life,Bayern,Life Science & Healthcare,https://www.repure.life/
Leasing Universe,Brandenburg,"Automotive, Logistics & Mobility",https://www.leasinguniverse.de
Gastfreund,Bayern,IT and Communications,https://www.gastfreund.net/
ALPHAJUMP,Rheinland-Pfalz,,https://www.alphajump.de
Schlauer Dampfen,Nordrhein-Westfalen,Nutrition & Consumables,https://www.schlauer-dampfen.de/
LA-CAR.DE,Thüringen,"Automotive, Logistics & Mobility",https://www.la-car.de/
LogMeIn Germany,Baden-Württemberg,,https://www.logmeininc.com
Grailify,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://www.grailify.com/
Cognigy,Nordrhein-Westfalen,IT and Communications,https://www.cognigy.com/
Yopas,Hessen,Other,http://www.yopas.de
Checkly,Berlin,IT and Communications,https://www.checklyhq.com/
BearCode.me,Baden-Württemberg,"Media, Arts & Entertainment",https://www.contentclicker.de
aSR advanced Simulated Reality,Baden-Württemberg,"Automotive, Logistics & Mobility",http://asr-simulator.com/
Industry List,Baden-Württemberg,IT and Communications,https://industrylist.com/
noventic,Hamburg,Energy & Electricity,https://noventic.com/
Smart Reporting,Bayern,Life Science & Healthcare,https://www.smart-reporting.com/de
3a-diagnostics,Baden-Württemberg,Chemicals/Pharmaceuticals,http://www.3a-diagnostics.de
Nerdherrschaft,Rheinland-Pfalz,IT and Communications,http://nerdherrschaft.com/
inveox,Bayern,Life Science & Healthcare,http://inveox.com/
BubCon,Nordrhein-Westfalen,IT and Communications,https://bubcon.com/
Lizza,Hessen,Nutrition & Consumables,https://lizza.de/
CAST ME,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://castme.app/
abrechnungsstelle.com,Nordrhein-Westfalen,Life Science & Healthcare,https://abrechnungsstelle.com/
Manyfolds,Bayern,"Automotive, Logistics & Mobility",http://manyfolds.de/
TUTORize,Rheinland-Pfalz,Human Resources,http://tutorize.com
plus10,Bayern,IT and Communications,https://plus10.de/
MES & DAK,Rheinland-Pfalz,Finance & Insurance,http://mesdak.com/
HIER,Berlin,IT and Communications,https://www.hier.in/
AlphaMatch,Bayern,IT and Communications,https://alphamatch.de/
House of All,Hamburg,Textiles,https://www.wearall.clothing/
ASKNET SOLUTIONS,Baden-Württemberg,,https://www.asknet-solutions.com/
Green Convenience,Hessen,IT and Communications,https://www.green-convenience.com/de
Curvature Games,Hamburg,Sports & Amusement/Gaming incl. Online,http://curvaturegames.com/
Sonormed,Hamburg,Life Science & Healthcare,https://www.sonormed.com/
Primomarketing,Baden-Württemberg,,https://www.primomarketing.de
WeQ,Berlin,IT and Communications,https://weq.com/
LiveEO,Berlin,IT and Communications,https://live-eo.com/
Paletas,Berlin,Nutrition & Consumables,https://www.paletas-berlin.com/
VR Quest,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.vr-quest.de/
resmio,Bayern,IT and Communications,https://www.resmio.com/
neXt Capacity,Rheinland-Pfalz,IT and Communications,https://www.next-capacity.de/
eversity,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,http://www.eversity.net
Nomitri,Berlin,IT and Communications,https://www.nomitri.com/
RaTu 24,Hamburg,Education,https://www.ratu24.de/
UVENTIONS,Hamburg,Life Science & Healthcare,https://uventions.com/
MoBerries,Berlin,IT and Communications,https://www.moberries.com
tulex,Berlin,Consulting,http://tulex.de/
SpinDiag,Baden-Württemberg,Life Science & Healthcare,http://www.spindiag.de
Smarterials Technology,Berlin,Life Science & Healthcare,https://smarterials.berlin/
Morotai,Baden-Württemberg,Textiles,https://morotai.de/
Stirvox,Baden-Württemberg,IT and Communications,https://stirvox.com/
chessemy,Niedersachsen,Sports & Amusement/Gaming incl. Online,https://www.chessemy.com/
Heyday Technologies,Berlin,Human Resources,http://heydaypeople.com/
Point Cloud Technology,Brandenburg,IT and Communications,http://www.pointcloudtechnology.com
STABL Energy,Bayern,Energy & Electricity,https://stabl.com/
mmmint.ai,Niedersachsen,"Automotive, Logistics & Mobility",http://www.mmmint.ai
bd4 travel,Hessen,Tourism,http://bd4travel.com/
DeepSign,Saarland,Security,http://deepsign.de/
Massmatics,Sachsen-Anhalt,Education,https://massmatics.de/
SENORICS,Sachsen,IT and Communications,https://senorics.com/
mapadoo,Baden-Württemberg,Education,http://www.mapadoo.de
BRICK4U,Sachsen,Construction/Real Estate,https://brick4u.de/
horse.auction,Sachsen,Sports & Amusement/Gaming incl. Online,https://www.horse.auction/
skillconomy,Nordrhein-Westfalen,Human Resources,http://skillconomy.com/
SHARE NOW,Bayern,"Automotive, Logistics & Mobility",https://www.share-now.com/
ujam,Bremen,"Media, Arts & Entertainment",https://www.ujam.com/
PaidTime,Nordrhein-Westfalen,IT and Communications,http://paidtime.com/
Linus,Berlin,Finance & Insurance,http://linus-finance.com/
