name,state,linkedin_industry,website_url
Waidlife,Nordrhein-Westfalen,Textiles,https://www.waidlife.com/
Ninebarc,Berlin,IT and Communications,https://www.ninebarc.com
1nce,Nordrhein-Westfalen,IT and Communications,https://1nce.com
flowpilot,Berlin,Finance & Insurance,http://flowpilot.io/
trendspot,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://trendspot.app/
The Base,Berlin,Construction/Real Estate,http://jointhebase.co/
Vinou,Rheinland-Pfalz,Nutrition & Consumables,http://www.vinou.de
Kleine Prints,Hamburg,Sports & Amusement/Gaming incl. Online,https://kleineprints.de/
keelearning,Rheinland-Pfalz,Education,https://keelearning.de
re:cap,Berlin,Finance & Insurance,https://www.re-cap.com/
UX3D,Bayern,IT and Communications,https://www.ux3d.io/
Panther Pricing,Hessen,IT and Communications,https://www.pantherpricing.de/
Building Material Scout,Baden-Württemberg,Construction/Real Estate,https://building-material-scout.com/
guenstiger.de,Hamburg,Finance & Insurance,https://www.guenstiger.de/
Pidoco,Berlin,IT and Communications,https://pidoco.com/en
tracdelight,Bayern,"Media, Arts & Entertainment",https://www.tracdelight.io/
WEGZWEI,Nordrhein-Westfalen,IT and Communications,https://wegzwei.com/
ClimatePartner,Bayern,Other,https://www.climatepartner.com/de
Authenteq,Berlin,Other,https://authenteq.com/
paragon semvox,Saarland,IT and Communications,https://www.semvox.de/
VAHA,Berlin,Sports & Amusement/Gaming incl. Online,https://vaha.com/
Weber Entec,Baden-Württemberg,Energy & Electricity,https://www.weber-entec.com/
couponplatz.de,Nordrhein-Westfalen,Nutrition & Consumables,https://couponplatz.de/
FindPenguins,Bayern,Sports & Amusement/Gaming incl. Online,https://findpenguins.com/
fertigungs.team,Sachsen,Industrial & Basic Materials,https://fertigungs.team/
Denizen,Berlin,Construction/Real Estate,https://www.thisisdenizen.com/de/
lawpilots,Berlin,Education,https://www.lawpilots.com/
terraplasma,Bayern,Chemicals/Pharmaceuticals,https://www.terraplasma.com/en/
Community Battle,Baden-Württemberg,Sports & Amusement/Gaming incl. Online,https://cbattle.de/
smarTaBox,Brandenburg,Life Science & Healthcare,https://www.smartabox.de
Gotsch-IT,Baden-Württemberg,,https://www.gotsch-it.de
Take a Garden,Niedersachsen,Agriculture & Forestry,http://take-a-garden.de/
Heal11,Bayern,,https://www.heal11.de
Feedback Master,Niedersachsen,Education,https://feedback-master.de/
12gradients,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://liverooster.com/
EquilTec,Baden-Württemberg,Life Science & Healthcare,http://www.equil.de
DramaQueen,Brandenburg,,https://www.dramaqueen.info/about/
gallereplay,Berlin,"Media, Arts & Entertainment",https://www.gallereplay.com/
Investociety,Hessen,Finance & Insurance,https://www.investociety.com/
Hubject,Berlin,"Automotive, Logistics & Mobility",http://www.hubject.com
Mainteny,Berlin,IT and Communications,https://www.mainteny.com/
PandaBee Studios,Sachsen,,https://www.pandabee-studios.com/de-home/
auteon,Bayern,"Automotive, Logistics & Mobility",https://auteon.com
AssistMe,Berlin,Life Science & Healthcare,https://www.assistme.io/
Veact,Bayern,"Automotive, Logistics & Mobility",http://www.veact.net
MyTattoo.com,Nordrhein-Westfalen,"Media, Arts & Entertainment",http://www.mytattoo.com
SOLVATEC,Berlin,"Media, Arts & Entertainment",http://www.solvatec.com/
StyleRemains,Hamburg,IT and Communications,https://www.rebelle.com/en
Unfold Gaming Digital,Berlin,Sports & Amusement/Gaming incl. Online,https://www.unfold.net/
SYFIT,Baden-Württemberg,IT and Communications,http://www.syfit.de
QuadroScan,Bayern,Construction/Real Estate,https://quadroscan.de/
FATMAP,Berlin,Sports & Amusement/Gaming incl. Online,https://fatmap.com/
DialogBird,Bayern,IT and Communications,https://dialogbird.de
Meetanyway,Baden-Württemberg,IT and Communications,https://start.meetanyway.com/
IWOS,Bayern,IT and Communications,https://iwos.io
parsionate,Baden-Württemberg,Consulting,https://parsionate.com/
WOSTOK,Berlin,Nutrition & Consumables,http://wostok.berlin/
veeplay,Bayern,"Media, Arts & Entertainment",http://veeplay.com/
Lemontaps,Baden-Württemberg,IT and Communications,https://lemontaps.de
BerlinGreen,Berlin,Agriculture & Forestry,https://www.berlingreen.com/
YellowFox,Sachsen,"Automotive, Logistics & Mobility",https://www.yellowfox.de/
myLike,Bayern,Tourism,https://mylike.io/
AAZZUR,Berlin,Finance & Insurance,http://www.aazzur.com
Seneca,Bayern,Finance & Insurance,http://seneca-control.com/
ADWARY,Schleswig-Holstein,IT and Communications,https://adwary.com/de/
RELONEE,Berlin,Human Resources,https://relonee.com/
Capmo,Bayern,Construction/Real Estate,https://www.capmo.de/
Changers,Berlin,Education,https://changers.com/
Romaco,Baden-Württemberg,Chemicals/Pharmaceuticals,https://www.romaco.com/en/home/
FiNet Asset Management,Hessen,Finance & Insurance,http://vividam.de/
SENVO,Berlin,"Automotive, Logistics & Mobility",https://senvo.de/
Print2Taste,Bayern,Nutrition & Consumables,https://www.procusini.com/
enra,Nordrhein-Westfalen,IT and Communications,http://enra.app/
Arc Studio Pro,Berlin,Education,https://www.arcstudiopro.com/
Industrial Solar,Baden-Württemberg,Energy & Electricity,https://www.industrial-solar.de/
Hanse Mondial,Hamburg,"Automotive, Logistics & Mobility",http://www.hansemondial.de
aidkit.ai,Berlin,IT and Communications,https://aidkit.ai/
MukoCell,Nordrhein-Westfalen,Life Science & Healthcare,https://mukocell.com/en/
Sensorberg,Berlin,Construction/Real Estate,http://www.sensorberg.com
ZAQQ,Sachsen-Anhalt,Nutrition & Consumables,https://www.zaqq.de/
niiio,Sachsen,Finance & Insurance,http://niiio.de/
CALYPSO,Baden-Württemberg,"Water, Waste Treatment & Recycling",http://www.calypsotrack.com
CoinTracking,Bayern,Finance & Insurance,http://cointracking.info/
teesis,Rheinland-Pfalz,Education,https://teesis.de/
Lindis Blood Care,Brandenburg,Life Science & Healthcare,https://lindis-bloodcare.com/
tVNS Technologies,Bayern,Life Science & Healthcare,https://nemos.t-vns.com/
Crowdguru,Bayern,IT and Communications,https://www.crowdguru.de/
dezera,Hamburg,Energy & Electricity,https://dezera.de/
Implandata Ophthalmic Products,Niedersachsen,Life Science & Healthcare,http://www.implandata.com
appcentrics,Bayern,IT and Communications,https://www.appcentrics.de/
Habitus,Baden-Württemberg,Nutrition & Consumables,https://habitusmarketplace.com/
consalio,Nordrhein-Westfalen,IT and Communications,https://www.consalio.com/
Smartricity,Bayern,Energy & Electricity,https://smartricity.de/
Find Some Buddy,Berlin,Sports & Amusement/Gaming incl. Online,http://findsomebuddy.de/
Virado,Nordrhein-Westfalen,Finance & Insurance,http://virado.de/
Sunbloom Proteins,Bayern,Nutrition & Consumables,http://sunbloom.de/
Insama,Berlin,Finance & Insurance,https://insama.de
Brownfield24,Nordrhein-Westfalen,Construction/Real Estate,http://www.brownfield24.com
fynsy,Bayern,,https://www.die-app-entwickler.de
Mawendo,Baden-Württemberg,Life Science & Healthcare,https://www.mawendo.com/
Karis Digital,Berlin,,https://www.karisdigital.com
Traversals Analytics and Intelligence,Bayern,IT and Communications,https://traversals.com
Rentablo,Berlin,Finance & Insurance,https://rentablo.de
own.assets,Berlin,Finance & Insurance,https://secure.fundamentsecurities.com/
Fundmate,Baden-Württemberg,Finance & Insurance,https://www.fundmate.com/
Xibit,Berlin,IT and Communications,https://www.xibitxr.com
Lilian Labs,Niedersachsen,"Water, Waste Treatment & Recycling",https://lilianlabs.com
HOMLO,Bayern,Construction/Real Estate,https://homlo.de/
TUND,Baden-Württemberg,IT and Communications,https://tund.de
PUROS,Hessen,Nutrition & Consumables,https://puros-global.com/
Dayzzi Deutschland,Nordrhein-Westfalen,,http://www.dayzzi.com
Qumundo,Hessen,IT and Communications,http://qumundo.com/
INHUBBER,Berlin,Agriculture & Forestry,https://inhubber.com/
KTW Technology,Rheinland-Pfalz,Industrial & Basic Materials,http://www.ktwsystems.de
ESENTA,Baden-Württemberg,Energy & Electricity,https://www.esenta.de/
ChronoFair,Rheinland-Pfalz,Human Resources,https://chronofair.de/
Parconomy,Baden-Württemberg,"Automotive, Logistics & Mobility",https://parconomy.de/
EFI Ordersystems,Nordrhein-Westfalen,IT and Communications,https://efi-ordersystems.com/
advinda,Bayern,Finance & Insurance,http://www.advinda.com/
Lumobiotics,Baden-Württemberg,Chemicals/Pharmaceuticals,https://lumobiotics.com/
Medizinio,Niedersachsen,Life Science & Healthcare,https://medizinio.de/
Variowell Development,Nordrhein-Westfalen,Life Science & Healthcare,http://variowell-development.de/
Pensatech Pharma,Berlin,Life Science & Healthcare,https://www.pensatechpharma.com/
OCEANERGY,Baden-Württemberg,Energy & Electricity,http://www.oceanergy.com/
skalex,Bayern,Finance & Insurance,https://www.skalex.io/
Inmersys Deutschland,Nordrhein-Westfalen,IT and Communications,http://www.inmersys.de
QuantiCor Security,Hessen,Security,https://quanticor-security.de/
GaussML,Baden-Württemberg,Industrial & Basic Materials,https://www.gauss-ml.com
JITpay,Niedersachsen,Finance & Insurance,http://jitpay.eu/
foodji,Bayern,Nutrition & Consumables,http://foodji.com/
contavio,Bayern,IT and Communications,https://contavio.com
STYRA Technologies,Baden-Württemberg,Finance & Insurance,https://styra.co
Westphalia DataLab,Nordrhein-Westfalen,Consulting,http://www.westphalia-datalab.com
Platinnetz,Baden-Württemberg,Other,https://platinnetz.de/
HeyScout | Die Jobhunter,Bayern,Human Resources,https://heyscout.de/
bex technologies,Baden-Württemberg,Construction/Real Estate,https://bexpress.io
inne,Berlin,Life Science & Healthcare,https://www.inne.io/en/home/
Hybrid Lidar Systems,Niedersachsen,"Automotive, Logistics & Mobility",http://www.hybrid-lidar.com
augmented education,Baden-Württemberg,Education,https://augmented.education/
MARA,Baden-Württemberg,IT and Communications,http://mara.solutions/
FLETEC,Hamburg,"Automotive, Logistics & Mobility",https://www.fletec.io/
MESOCARPE,Hamburg,Industrial & Basic Materials,http://www.fiberstrip.de
consider.ly,Baden-Württemberg,IT and Communications,https://consider.ly/
emplaya,Sachsen,Human Resources,https://emplaya.com/
Zenmieter,Bayern,Construction/Real Estate,http://zenmieter.de/
vostel,Berlin,Sports & Amusement/Gaming incl. Online,https://vostel.de/
Anyblock Analytics,Rheinland-Pfalz,IT and Communications,https://www.anyblockanalytics.com/
2peaches,Sachsen,,https://www.2peaches.de
Gixel,Baden-Württemberg,IT and Communications,https://www.gixel.de/
DeinePflege,Baden-Württemberg,Life Science & Healthcare,https://deinepflege.de/
rooem,Bayern,Nutrition & Consumables,https://rooem.com/
autoaid,Berlin,"Automotive, Logistics & Mobility",https://www.autoaid.de/
Seatti,Bayern,IT and Communications,https://www.seatti.co/
BEEsharing P.A.L.S.,Hamburg,Agriculture & Forestry,https://www.beesharing.eu/en/
bitahoy,Saarland,Security,https://www.bitahoy.com/
Angiolutions,Niedersachsen,Life Science & Healthcare,http://angiolutions.com/
rankingCoach,Nordrhein-Westfalen,IT and Communications,https://www.rankingcoach.com
dresslife,Niedersachsen,IT and Communications,http://dresslife.com
dunatura,Bayern,Nutrition & Consumables,http://dunatura.com/
Wundr,Saarland,Textiles,https://www.wundrstore.com/
LemonSwan,Hamburg,"Media, Arts & Entertainment",https://www.lemonswan.de/
match.care,Berlin,Life Science & Healthcare,https://www.match.care/
AM Quality,Nordrhein-Westfalen,Tourism,http://www.am-quality.com
HelpCity,Nordrhein-Westfalen,Life Science & Healthcare,http://helpcity.de/
Edgeless Systems,Nordrhein-Westfalen,IT and Communications,https://edgeless.systems/
Kauz,Nordrhein-Westfalen,IT and Communications,https://kauz.net/
Skillary,Bayern,Human Resources,https://www.skillary.io/
Einmachmomente,Nordrhein-Westfalen,"Media, Arts & Entertainment",http://einmachmomente.de/
Exclamo,Berlin,,https://www.exclamo.org/
dryw.org,Hamburg,Other,http://www.dryw.org
Realcube,Bayern,IT and Communications,http://realcube.com/
ArtFacts.Net,Berlin,"Media, Arts & Entertainment",https://artfacts.net
GraphCMS,Berlin,IT and Communications,https://graphcms.com/
Studi-Kompass,Thüringen,Education,https://studi-kompass.com/
Osteomaps,Rheinland-Pfalz,,https://www.osteomaps.com
Flowmium,Hessen,Human Resources,https://flowmium.com
WETTERHELD,Hamburg,Finance & Insurance,http://wetterheld.com
Movinx,Berlin,Finance & Insurance,http://movinx.com/
LocaVent,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://www.loca-vent.de/home
qbilon,Bayern,IT and Communications,https://www.qbilon.io
HelloFresh,Berlin,Nutrition & Consumables,http://www.hellofresh.de
FIRMDER,,Finance & Insurance,https://firmder.com
avalex,Rheinland-Pfalz,Consulting,http://avalex.de/
visanox,Baden-Württemberg,Chemicals/Pharmaceuticals,http://www.visanox.com
Amberscript,Berlin,IT and Communications,http://www.amberscript.com
Stilnest,Berlin,Nutrition & Consumables,https://de.stilnest.com/
Power Plus Communications,Baden-Württemberg,,https://www.ppc-ag.de/de/
Automotive Artificial Intelligence (AAI),Bayern,"Automotive, Logistics & Mobility",http://automotive-ai.com/
corefihub,Baden-Württemberg,Finance & Insurance,http://corefihub.com/
SkillYoga,Berlin,Sports & Amusement/Gaming incl. Online,https://skill-yoga.com/
Brandschutz Zentrale,Nordrhein-Westfalen,Security,http://brandschutz-zentrale.de/
Crypto Advance,Bayern,Finance & Insurance,http://specter.solutions/
Mompreneurs,Nordrhein-Westfalen,IT and Communications,https://mompreneurs.de/
Bugfoundation,Niedersachsen,Nutrition & Consumables,https://bugfoundation.com/home-en.html
Novihum Technologies,Nordrhein-Westfalen,Agriculture & Forestry,http://www.novihum.de/
confirado,Bayern,IT and Communications,http://www.confirado.de
Infinite Devices,Sachsen-Anhalt,IT and Communications,http://infinimesh.io/
Femtasy,Berlin,"Media, Arts & Entertainment",https://www.femtasy.com/
e.GO,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",http://e-go-mobile.com/en/
Sviper,Hamburg,Sports & Amusement/Gaming incl. Online,http://sviper.com/
SipTogether,Nordrhein-Westfalen,IT and Communications,https://siptogether.app
bio.logis,Hessen,Life Science & Healthcare,https://www.biologis.com/
Beck Kommunikationselektronik,Baden-Württemberg,Industrial & Basic Materials,http://www.beck-electronics.com
Easy-Tutor,Bayern,Education,http://easy-tutor.eu/
Happy Coffee,Rheinland-Pfalz,Nutrition & Consumables,https://www.happycoffee.org/
Kloster Kitchen,Bayern,Nutrition & Consumables,http://klosterkitchen.com/
featureplanner.io,Nordrhein-Westfalen,IT and Communications,https://featureplanner.io
DENTAL.SHOP,Nordrhein-Westfalen,Life Science & Healthcare,https://dental.shop/
kribbelbunt.de Media,Thüringen,"Media, Arts & Entertainment",https://www.kribbelbunt.de/
VReedback,Niedersachsen,IT and Communications,https://vreedback.de/
DieZulasser24,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://diezulasser24.de/
THE POUTINE KITCHEN,Berlin,Nutrition & Consumables,http://thepoutinekitchen.de/
socialbnb,Nordrhein-Westfalen,Tourism,https://www.socialbnb.org/
Xavin,Baden-Württemberg,Finance & Insurance,http://xavin.eu
EARNED,Bayern,Sports & Amusement/Gaming incl. Online,https://earned-app.de/
Green City Solutions,Brandenburg,Agriculture & Forestry,https://greencitysolutions.de/
Pflegix,Nordrhein-Westfalen,Life Science & Healthcare,https://www.pflegix.de/
ing+,Bayern,IT and Communications,https://www.ing-plus.de/
MoveAgain,Nordrhein-Westfalen,,https://www.moveagain.de
happycolorz,Bayern,"Media, Arts & Entertainment",https://www.happycolorz.de
airfocus,Hamburg,IT and Communications,https://airfocus.com
Formhand,Niedersachsen,Industrial & Basic Materials,http://formhand.de/
Noor Medical,Baden-Württemberg,Life Science & Healthcare,http://www.noor-med.com
vreed,Baden-Württemberg,Construction/Real Estate,https://vreed.de/
aifora,Nordrhein-Westfalen,IT and Communications,https://www.aifora.com/
feeding technology,Nordrhein-Westfalen,Agriculture & Forestry,http://psbiotech.de/
Trusted Returns,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://trustedreturns.com/
Kickbite,Berlin,IT and Communications,https://www.kickbite.io/
German Autolabs,Berlin,"Automotive, Logistics & Mobility",http://germanautolabs.com
Jina AI,Berlin,IT and Communications,http://jina.ai/
Agranimo,Berlin,IT and Communications,https://www.agranimo.com
botnology,Baden-Württemberg,IT and Communications,http://botnology.rocks
eFarm,Hamburg,Agriculture & Forestry,http://www.e-farm.com
Push Founders,Berlin,IT and Communications,http://push-founders.com/
Temedica,Bayern,Life Science & Healthcare,http://www.temedica.com
Virtual Data Labs,Bayern,,https://www.virtualdatalabs.com
Vicampo,Rheinland-Pfalz,Agriculture & Forestry,https://www.vicampo.de/
TGSeed,Niedersachsen,Industrial & Basic Materials,http://www.smart-wood-solution.com
Jomigo,Berlin,Human Resources,https://www.jomigo.de/
Salzlandkarte,Sachsen-Anhalt,Human Resources,https://www.salzlandkarte.de/
Vegshelf,Nordrhein-Westfalen,Nutrition & Consumables,https://www.vegshelf.com
MASA Institute,Niedersachsen,Industrial & Basic Materials,https://www.masa-institute.de/
Neobotix,Baden-Württemberg,IT and Communications,http://www.neobotix-robots.com/
talaa,Nordrhein-Westfalen,IT and Communications,https://talaa.eu/
Qursy,Bayern,"Media, Arts & Entertainment",https://qursy.com/
Lyght Living Furniture Leasing,Hessen,Nutrition & Consumables,https://www.furniture-leasing.net/
heydeal,Nordrhein-Westfalen,,http://www.heydeal.de
Exactag,Nordrhein-Westfalen,IT and Communications,http://exactag.com/
Fax.de,Niedersachsen,,https://www.fax.de
MEDIKURA,Bayern,Life Science & Healthcare,https://www.medikura.com
Dr. Enzo Backmischungen für Hunde,Baden-Württemberg,Nutrition & Consumables,https://www.drenzo.de
Sastrify,Nordrhein-Westfalen,IT and Communications,https://www.sastrify.com/
Building Radar,Bayern,Construction/Real Estate,http://www.buildingradar.com
ikClips,Bayern,Education,https://www.ikclips.de/
Vehicl,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://vehicl.com/
vieplace,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.vieplace.com/
Digital Partners,Berlin,Consulting,https://digitalpartners.io/
Roamlike,Nordrhein-Westfalen,IT and Communications,https://roamlike.com/
whitewall,Berlin,"Media, Arts & Entertainment",https://www.whitewall.com/de
LipstickSmoothie,Bayern,"Media, Arts & Entertainment",https://www.lipsticksmoothie.com/
Exporo,Hamburg,Finance & Insurance,https://exporo.de/
Fresh Energy,Berlin,Energy & Electricity,https://www.getfresh.energy
Digital Health Systems,Baden-Württemberg,Life Science & Healthcare,https://www.digital-health-systems.com
charly,Berlin,Human Resources,https://www.charly.education
Regiovergleich,Baden-Württemberg,Finance & Insurance,https://regiovergleich.de/
GOLFCLIX,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.golfclix.de/
Cluevity,Berlin,Sports & Amusement/Gaming incl. Online,https://www.cluetivity.com/
Type Studio,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://typestudio.co/
CI HUB,Brandenburg,IT and Communications,https://www.ci-hub.com
DealBee,Hessen,IT and Communications,https://dealbee.de/
Logistic Lights,Niedersachsen,"Automotive, Logistics & Mobility",https://www.logistic-lights.com/
Acapela,Berlin,IT and Communications,http://acape.la/
wefox,Berlin,Finance & Insurance,https://www.wefox.de/
Hive Logistics,Berlin,"Automotive, Logistics & Mobility",https://www.hive-logistics.com/
Aeria Games,Berlin,Sports & Amusement/Gaming incl. Online,http://corporate.aeriagames.com/
Votingtech,Brandenburg,IT and Communications,https://www.votingtech.de/
SKILLFIRE,Bayern,Sports & Amusement/Gaming incl. Online,https://skillfire.io/?lang=de
Gemma Analytics,Berlin,IT and Communications,https://gemmaanalytics.com/
Mind-Objects,Sachsen,IT and Communications,https://mind-objects.com/
KREATIZE,Berlin,Other,https://kreatize.com/de/
Meaningfully,Niedersachsen,IT and Communications,https://www.meaningfully.io/
Codegrove,Bayern,,https://www.codegrove.net
WAKU Robotics,Sachsen,IT and Communications,https://www.waku-robotics.com/
Aitme,Berlin,Nutrition & Consumables,http://aitme.com/
Companyon,Nordrhein-Westfalen,Finance & Insurance,https://www.companyon.de/
Vamos.ai,Hessen,IT and Communications,https://lp.ddg.ag/vamos/
Flexcavo,Berlin,Construction/Real Estate,http://flexcavo.de/
enOware,Baden-Württemberg,Energy & Electricity,http://www.enoware.de/
IPAddress.com,Rheinland-Pfalz,IT and Communications,https://www.ipaddress.com/
AGVOLUTION,Niedersachsen,IT and Communications,https://www.agvolution.com/
Luxendo,Baden-Württemberg,,http://www.luxendo.eu
reINVENT,Bayern,Construction/Real Estate,https://re-invent.de/
Hotelsnapper,Bayern,Tourism,https://www.hotelsnapper.com/de/
WEW,Nordrhein-Westfalen,Energy & Electricity,http://www.wewhydrogen.com/
Fundsters,Nordrhein-Westfalen,Finance & Insurance,https://www.fundsters.de/
Calimba,Bayern,Education,https://www.vilsovation.de/
tokenstreet,Berlin,Finance & Insurance,https://tokenstreet.tech
Future of Voice,Berlin,IT and Communications,https://www.futureofvoice.com/
kryptokrauts,Baden-Württemberg,,https://www.kryptokrauts.de
Smokeless.world,Bayern,Life Science & Healthcare,http://www.smokeless.world
Unosecur,Berlin,IT and Communications,https://unosecur.com/index.html
Rentablo,Berlin,Finance & Insurance,https://rentablo.de
Scootervergleich,Niedersachsen,"Automotive, Logistics & Mobility",http://www.scootervergleich.net
envisia digital solutions,Baden-Württemberg,IT and Communications,https://www.envisia.de/
ConversionBuddy,Bremen,IT and Communications,https://www.conversionbuddy.com/
Dental Unity,Berlin,Life Science & Healthcare,https://www.dentalunity.de/
finteo,Berlin,Finance & Insurance,http://finteo.de/
Noscendo,Nordrhein-Westfalen,Life Science & Healthcare,https://noscendo.com:443/
Living Brain,Baden-Württemberg,Life Science & Healthcare,https://www.livingbrain.de/
ACM Adaptive City Mobility,Bayern,"Automotive, Logistics & Mobility",https://www.adaptive-city-mobility.com/vehicle/
PepPerPrint,Baden-Württemberg,Life Science & Healthcare,http://www.pepperprint.com
Ventury Analytics,Bayern,Consulting,http://www.ventury-analytics.de
doctari,Berlin,Life Science & Healthcare,https://www.doctari.de
Cashtag,Rheinland-Pfalz,IT and Communications,https://cashtag.de/
wingcrew,Baden-Württemberg,Human Resources,https://www.wingcrew.com/
eliso,Baden-Württemberg,"Automotive, Logistics & Mobility",https://eliso.io/
Shoutout.de,Berlin,"Media, Arts & Entertainment",https://www.shoutout.de/
evAI,Bayern,IT and Communications,https://evai.ai
NextCup,Hamburg,Sports & Amusement/Gaming incl. Online,https://next-cup.com/
Nostos Genomics,Berlin,Life Science & Healthcare,https://nostos-genomics.com/
KlimaKarl,Bremen,Consulting,https://www.klimakarl.de
Back,Berlin,Human Resources,http://backhq.com/
VIPFY,Saarland,IT and Communications,https://vipfy.store
Clean Energy Global,Berlin,Energy & Electricity,http://www.clean-energy-global.com
RTX 21,Bayern,Finance & Insurance,http://rtx21.com/
TRAXPAY,Hessen,Finance & Insurance,https://www.traxpay.com/
HORISE,Rheinland-Pfalz,Nutrition & Consumables,https://horise-drink.de/
dicehub,Rheinland-Pfalz,Industrial & Basic Materials,http://dicehub.com/
dieselauktion.de,Bayern,"Automotive, Logistics & Mobility",https://dieselauktion.de/
YAY! Serverhelden,Niedersachsen,,https://yay-digital.de/serverhelden/
getgoods.de,Bayern,Other,https://www.getgoods.de/
ADVITOS,Bayern,Life Science & Healthcare,https://www.advitos.com
CORONA ONE,Berlin,Chemicals/Pharmaceuticals,https://www.coronaone.org/
Ticketspot,Bayern,"Media, Arts & Entertainment",https://ticketspot.de/
Lite+Fog,Berlin,Agriculture & Forestry,http://liteandfog.com/
Veritas Entertainment,Berlin,Sports & Amusement/Gaming incl. Online,http://veritas-entertainment.gg/
moneymeets,Nordrhein-Westfalen,Finance & Insurance,https://moneymeets.com/
Smart Sleep,Nordrhein-Westfalen,Life Science & Healthcare,https://smartsleep.com/
Clay,Berlin,Life Science & Healthcare,https://join-clay.com/
effecteev,Bayern,Human Resources,http://www.effecteev.de/
Magnific Games,Berlin,Sports & Amusement/Gaming incl. Online,https://www.magnificgames.com/
Kukimi,Berlin,Nutrition & Consumables,http://www.kukimi.de
Digital Republic,Sachsen-Anhalt,IT and Communications,https://www.digitalrepublic.com
CoachHub,Berlin,Education,https://coachhub.io/
subitec,Baden-Württemberg,,https://subitec.com/de
Influry,Berlin,"Media, Arts & Entertainment",http://Www.influry.com
Famovis,Baden-Württemberg,Finance & Insurance,http://famovis.com/
[Tool]Prep,Nordrhein-Westfalen,Industrial & Basic Materials,https://tool-prep.com/
aconno,Nordrhein-Westfalen,IT and Communications,http://aconno.de/
deckenpost,Nordrhein-Westfalen,Textiles,https://www.deckenpost.de/
Giroxx,Hessen,Finance & Insurance,https://giroxx.de/
Nebenangekocht,Schleswig-Holstein,Nutrition & Consumables,https://www.nebenangekocht.de/
DiaMonTech,Berlin,Life Science & Healthcare,https://www.diamontech.de/
TrackCode,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://trackcode.de/
Udo,Nordrhein-Westfalen,Nutrition & Consumables,http://www.udo-duo.com
tagwerk IT und Media,Hamburg,Finance & Insurance,http://mein-tagwerk.de/
INNSKILL Technologies,Berlin,,https://www.innskill.com
YFood,Bayern,Nutrition & Consumables,https://www.yfood.eu/
Protami,Bayern,Nutrition & Consumables,https://www.protami.de/
free machines,Bayern,IT and Communications,http://free-machines.com/
Finanzfluss,Berlin,Finance & Insurance,https://www.finanzfluss.de/
Salestext,Hamburg,IT and Communications,https://www.salestext.de
Nordmark Pharma,Schleswig-Holstein,Chemicals/Pharmaceuticals,http://nordmark-pharma.de/
canX,Hessen,"Media, Arts & Entertainment",https://canx.gmbh
SFM Systems,Hessen,IT and Communications,http://sfmsystems.de/
Barba Brada,Baden-Württemberg,Nutrition & Consumables,https://barbabrada.com/
Forto,Berlin,"Automotive, Logistics & Mobility",https://forto.com/de/
PhytoLife Nutrition,Berlin,Nutrition & Consumables,http://vapyourself.com/
Webmag,Bayern,IT and Communications,https://webmag.io
tasting.de,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://www.tasting.de/
Exakt Health,Berlin,Life Science & Healthcare,http://exakthealth.com/
Prinz Sportlich,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,http://prinz-sportlich.de
myFash!,Hamburg,Textiles,https://www.myfash.com/
Vitalityfit,Bayern,Chemicals/Pharmaceuticals,https://vitality-fit.de/
The Practory,Baden-Württemberg,Construction/Real Estate,https://community.thepractory.com/
Hanfmart,Hamburg,Textiles,https://www.hanfmart.de/
RYNX,Rheinland-Pfalz,IT and Communications,https://rynx.de/
Filestage,Baden-Württemberg,IT and Communications,https://filestage.io/
Evum Motors,Bayern,"Automotive, Logistics & Mobility",https://evum-motors.com/
Secufy,Rheinland-Pfalz,IT and Communications,http://www.secufy.io
FIWHA,Nordrhein-Westfalen,IT and Communications,https://www.fiwha.de
Penseo,Hamburg,Finance & Insurance,https://www.penseo.de
vilisto,Hamburg,Energy & Electricity,https://www.vilisto.de/
RapidCompact,Hessen,IT and Communications,http://rapidcompact.com/
ProGlove,Bayern,"Automotive, Logistics & Mobility",https://www.proglove.com
W4F,Bayern,,https://www.wee.com
Publishing Media,Niedersachsen,,https://www.publishingmedia.com
KRY,Berlin,Life Science & Healthcare,https://www.kry.de/
24peaks,Hessen,Nutrition & Consumables,https://24peaks.de/
NatuRise,Baden-Württemberg,Nutrition & Consumables,https://www.naturise.de/
Homeday,Berlin,Construction/Real Estate,https://www.homeday.de:443/de/
Sendinblue,Berlin,IT and Communications,https://de.sendinblue.com/
togethr,Hessen,Human Resources,https://www.toget.hr/index.html
TBLONDI,Berlin,IT and Communications,http://tblondi.com
Firamis,Hessen,Finance & Insurance,http://firamis.de/
Eville Game,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://eville-game.com/
